Jr. PHP Developer (Frontend & Backend Skills),"Makarba, Ahmedabad, Gujarat",Regur Technology Solutions,https://in.indeed.com/cmp/Regur-Technology-Solutions-1?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h8cgl2i6701b&fromjk=8a38f42b71b24b4d,"₹20,000 - ₹30,000 a month","Jr. PHP Developer (Frontend & Backend Skills)
We are looking for someone with excellent command of both frontend and backend technologies, including PHP, HTML/HTML5, CSS, JavaScript, and advanced JavaScript frameworks like jQuery.
What We Are Looking For:
Frontend Responsibilities:
1. Develop complex front-end logic in JavaScript (core/native JavaScript and frameworks) for data scraping and widget development.
2. Develop responsive HTML layouts and widgets compatible with different desktop and mobile browsers.
3. Develop logic to scrape and cleanse data from various parts of webpages on target websites in a reliable way using JavaScript.
4. Debug, troubleshoot, and maintain existing websites and implement changes as per customer feedback and requirements.
5. Stay familiar with and updated on recent developments in JavaScript and its frameworks.
Backend Responsibilities:
1. Develop websites and web applications using PHP, MySQL, Apache, HTML, CSS frameworks, and JavaScript.
2. Develop websites and web applications using PHP, MVC frameworks, and related open-source technologies like WordPress.
3. Have an in-depth understanding of the PHP Laravel Framework. Development skills and experience in the Laravel Framework are a big plus.
4. Understand client feedback and provide appropriate resolutions through clear interaction.
5. Involve in the deployment of applications on staging and possibly live servers.
6. Report to your manager about daily work schedules, plans, and milestones.
Desired Profile:
1. Must have at least 1 to 2 years of development experience in HTML/CSS & JavaScript on a complex website/frontend project, as well as PHP & web development.
2. Must be able to perform all of the above with minimal guidance after initial training and induction.
3. Must have strong knowledge of and work experience in both backend and frontend development, particularly on challenging projects.
4. Must possess strong analytical, logical, and problem-solving skills.
5. Must enjoy working on challenging jobs/assignments and going the extra mile in projects to keep clients happy.
6. Must have a decent level of communication skills and be able to communicate with clients on a daily basis with proper reporting.
What You Get:
1. Excellent compensation package.
2. Attractive bonus for best performance.
3. A challenging work environment.
4. Opportunity to work on new technologies.
5. A sense of personal achievement and growth.
6. Excellent, peaceful, friendly, and calm work environment.
7. Freedom to try out new things and take charge of projects.
Job Location:
Ahmedabad, Gujarat. Must be willing to relocate to Ahmedabad.
Industry:
Computer Software and Information Technology and Services.
Employment Type:
Full-time
Job Function:
Development, Engineering, Information Technology
Job Type: Full-time
Pay: ₹20,000.00 - ₹30,000.00 per month
Schedule:
Day shift
Supplemental Pay:
Yearly bonus
Education:
Bachelor's (Preferred)
Experience:
PHP: 1 year (Preferred)
Front-end development: 1 year (Preferred)
software development: 1 year (Preferred)
Work Location: In person
Application Deadline: 20/08/2024
Expected Start Date: 02/08/2024"
Web Developer,"Ahmedabad, Gujarat",Accenture,https://in.indeed.com/cmp/Accenture?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h8dqojhr8800&fromjk=3cac6fe3dd2fb07e,Full-time,"Project Role :
Web Developer
Project Role Description :
Design, build and test web-based applications and edit site content for various components using content management system (CMS). Create and manage web pages, add/edit content and upload/remove documents using CMS. Maintain website standards and comply with predefined design guidelines. Utilize best practices in web screen design and learn about different middleware platforms to source and update data through web screens as specified in functional requirements.
Must have skills :
React.js
Good to have skills :
Node.js
Minimum
5
year(s) of experience is required
Educational Qualification :
15 years of full time education
Summary: As a Web Developer, you will be responsible for designing, building, and testing web-based applications using React.js. Your typical day will involve creating and managing web pages, adding/editing content, and uploading/removing documents using a content management system (CMS). You will also be expected to maintain website standards and comply with predefined design guidelines while utilizing best practices in web screen design. Roles & Responsibilities: 1. Design, build, and test web-based applications using React.js. 2. Create and manage web pages, add/edit content, and upload/remove documents using a content management system (CMS). 3. Maintain website standards and comply with predefined design guidelines. 4. Utilize best practices in web screen design and learn about different middleware platforms to source and update data through web screens as specified in functional requirements. Professional & Technical Skills: 1. Must Have Skills: Proficiency in React.js. 2. Good To Have Skills: Experience with Node.js. 3. Strong understanding of web screen design and development. 4. Experience with content management systems (CMS). 5. Experience with testing and debugging web-based applications. 6. Knowledge of middleware platforms and their integration with web screens. Additional Information: 1. The candidate should have a minimum of 5 years of experience in React.js. 2. The ideal candidate will possess a strong educational background in computer science or a related field, along with a proven track record of delivering impactful web-based solutions. 3. This position is based at our Mumbai office.
15 years of full time education"
PHP Developer (Laravel+Vuejs),"Ahmedabad, Gujarat",Space-O InfoWeb,https://in.indeed.com/cmp/Space--o-Technologies?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h8f65jbrd800&fromjk=65c6fd76eb18e46c,Full-time,"Experience: 2 to 4 Years
Job Type: Full-time
Location: Ahmedabad
Posted: August 8, 2024
Job Description
As a Laravel and Vue.js Developer, you will be responsible for developing and maintaining web applications using Laravel (PHP) and Vue.js (JavaScript). You will work closely with our team of, designers, and other developers to deliver high-quality, scalable solutions that meet our business needs.
Required Qualifications
Proven experience with Laravel (PHP) and Vue.js (JavaScript) frameworks.
Strong understanding of front-end technologies (HTML, CSS, JavaScript) and responsive design principles.
Experience with database management systems (e.g., MySQL, PostgreSQL).
Familiarity with version control systems (e.g., Git).
Knowledge of RESTful API design and development.
Ability to work independently as well as collaboratively in a team environment.
Excellent problem-solving skills and attention to detail.
Strong communication skills, both written and verbal.
Bachelor’s degree in Computer Science, Engineering, or a related field (or equivalent work experience).
Roles and Responsibilities
Develop and maintain web applications using Laravel and Vue.js.
Collaborate with front-end and back-end developers to integrate user-facing elements with server-side logic.
Design and implement RESTful APIs and services.
Write clean, maintainable, and efficient code following best practices and coding standards.
Troubleshoot, debug, and optimize applications for performance and scalability.
Participate in code reviews, testing, and deployment processes.
Communicate effectively with team members and stakeholders to understand requirements and provide technical solutions."
PHP DEVELOPER,"Ahmedabad, Gujarat",Dasinfomedia,https://in.indeed.com/cmp/Das-Infomedia?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h8gsfkdrm856&fromjk=af5a8eee7d29c5a5,Fresher,"Location :
Ahmedabad
Industry :
IT
Description :
Dasinfomedia is a leading IT company located in Ahmedabad and US based. We are urgently seeking to fill the key position of PHP developer.
Ideal candidates for this position should possess one or all of the expertise below:
Skill required in PHP, CakePhp,Codeigniter,Laravel, WordPress,Opencart.
CSS experience preferred.
JQuery, JavaScript, AJAX, HTML, XML experience highly preferred.
Good understanding of database technologies and SQL optimization.
Should have good communication skill.
Education Requirements :
Only BE, MSC IT and MCA Fresher/graduates should Apply
Experience Requirements :
Fresher
Qualification :
Ability to work in a team environment with members of varying skill levels.
Highly Motivated
Learns Quickly
Incentives :
Performance-based annual bonus plan, project-completion bonuses
If interested in this position, please email us your resume to Email:
hr1@dasinfomedia.com"
Senior PHP Developer,"Ahmedabad, Gujarat",Innovantum Labs Private Limited,https://in.indeed.com/cmp/Innovantum-Labs-Private-Limited?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h8i48jhqp800&fromjk=5c6c24bbeb531c1a,"₹45,177.08 - ₹80,108.08 a month","We are seeking a skilled PHP Codeigniter Developer with deep knowledge of PHP, Codeigniter, MySQL, and JavaScript. As a PHP Developer, you will play a key role in the development and maintenance of our Software as a Service (SaaS) products. The ideal candidate will have a minimum of 3 years of experience in software development and a strong understanding of PHP and Codeigniter.
Key Responsibilities:
New Module Development:
Develop new features and modules for our SaaS products based on project requirements.
Legacy Support and Bug Fixes:
Provide support for existing modules, troubleshoot issues, and apply bug fixes as required.
Re-development or Rewriting Modules:
Evaluate and redevelop or rewrite modules to enhance performance, scalability, or to incorporate new technologies.
Database Optimization:
Optimize MySQL queries and database performance for improved efficiency.
Node.js/React.js Experience (Optional):
Experience with Node.js and React.js applications is a valuable addition.
Qualifications:
Minimum of 4-8 years of professional software development experience.
Proficiency in PHP, Codeigniter, MySQL, and JavaScript.
Strong knowledge of web development concepts and technologies.
Experience in SaaS product development and maintenance.
Ability to work collaboratively in a team environment.
Strong problem-solving skills and attention to detail.
Experience in Node.js is a plus and will be given priority.
Familiarity with frontend technologies like HTML, CSS, and JavaScript libraries is a bonus.
What We Offer:
Competitive hourly rate based on skills and experience.
Opportunities for professional growth and development.
Collaborative and innovative work environment.
Involvement in challenging and exciting projects.
If you are a dedicated PHP Codeigniter Developer with a passion for creating high-quality software solutions, we encourage you to apply. Join our team and be part of a dynamic company that values your expertise and offers room for career advancement.
Job Type: Full-time
Pay: ₹45,177.08 - ₹80,108.08 per month
Benefits:
Flexible schedule
Paid sick time
Paid time off
Work from home
Schedule:
Day shift
Monday to Friday
Supplemental Pay:
Performance bonus
Yearly bonus
Experience:
Codeigniter: 6 years (Required)
Work Location: In person
Expected Start Date: 20/05/2024"
PHP(MVC/CI/LARAVEL) DEVELOPER,"Gandhinagar, Gujarat",Anthesis Technologies,https://in.indeed.com/cmp/Anthesis-Technologies?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h900jk1cm800&fromjk=93bec3de26a809bf,"₹45,177.08 - ₹80,108.08 a month","Leading with purpose
Leading withThrough the application of innovation and our contextual knowledge, we give associates the opportunity to deliver transformative outcomes that benefit society at large and prove that anything is possible. purpose
Anthesis Technologies
its people freedom at work, unmatched leadership & the opportunity to grow along with the organization. The work environment is filled with opportunities for challenging, interesting & motivating assignments that add value to an employee’s professional skill sets & bring a sense of fulfillment. Working at
Anthesis Technologies
your diversity in work and career. We trust and care for our people, who are the foundation of our business, empowering them to take responsibilities. At each level in your career, we offer you learning and leadership opportunities which would allow you to contribute towards our business growth.
To apply for Job, kindly send us your CV at
hr@anthesis.in
Skill Required:
English communication skills (must), Basic Knowledge of Technology
Education Qualification:
B.C.A, M.C.A., B.Tech Computer, B.Tech IT, Diploma IT/Computer."
Python Developer/ Web Scraper,"Gota, Ahmedabad, Gujarat",HIR INFOTECH,https://in.indeed.com/cmp/Hir-Infotech?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h91b6kdru807&fromjk=033be6b5d36eae68,"₹45,177.08 - ₹80,108.08 a month","Number of openings : 03
Experience : 1 to 2 Years
Qualification : BE.IT/CS, MCA, MSC (IT)
Salary Range : As per Industry Standard
Job Responsibilities:
Develop and maintain web scraping scripts using Python and Selenium to extract data from websites and APIs
Understanding requirement of customer needs, identify source and scrape/collect data and integrate the data crawled and scraped into our databases.
Writing efficient, reusable, testable, and testing scalable code.
Build code that is easily readable, properly documented, and follows key coding standards.
Use Beautiful Soup and other scraping tools to clean and process data for analysis
Research and learn new technologies to design code reviews and application enhancements/ upgrades
Performance tuning and automation of application.
Maintain communication with corporate clients, Coordination with team and management.
Coordinating with development teams to determine application requirements.
Prioritized daily workflows, including all projects and task
Experience:
Proficiency with Selenium and Beautiful Soup
Depth knowledge of Data Structures, Operators, Datatypes, Casting, Methods, Conditions, Loops, Functions, Arrays, OOPS concept, iterators, Modules and MySQL integration with Python
Strong understanding of web scraping techniques and best practices
HTML, CSS, XPATH, Regex and HTML DOM.
Knowledge of Libraries like Selenium, Requests, Scrappy, BeautifulSoup, NumPy, Pandas, Matplotlib, SciPy, TensorFlow, Keras, PyTorch, Plotly and Tableau.
Good hands-on experience in Python languages and debugging with GDB
Database & File Format: SQL, MySQL, Mongo dB, JSON, XML, Excel, CSV
Development Tools: Microsoft Visual Studio, Visual Code, PyCharm, Power bi
Knowledge of Rest API will be added as plus point"
Laravel Developer,"Memnagar, Ahmedabad, Gujarat",Dinjan Group,https://in.indeed.com/cmp/Dinjan-Infotech?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h92gjj6ve80k&fromjk=16ef33dbab1c9ae9,"₹40,000 - ₹45,000 a month","Designation : Laravel Developer
Company : Dinjan Infotech Pvt Ltd - Ahmedabad
Timings : 9:30 to 6:30 Full Time (On-Site)
Required Skills:
-> Expertise in PHP and object-oriented programming concepts.
-> Proficiency in Laravel, including MVC architecture, Eloquent ORM, Routing and middleware, and Blade templating.
-> Strong understanding of HTML/CSS/JavaScript/jQuery.
-> Experience in database management, particularly with MySQL or other relational databases.
-> Familiarity with authentication processes and version control systems (e.g., Git).
-> Preference for candidates from Ahmedabad or nearby locations.
Key Responsibilities:
->Develop, maintain, and enhance web applications using the Laravel framework.
-> Collaborate with front-end developers and designers to seamlessly integrate user-facing elements with server-side logic.
-> Design and implement robust database structures and queries.
-> Write clean, well-documented, and efficient code that adheres to industry best practices.
-> Troubleshoot, debug, and resolve issues within existing applications.
-> Participate in code reviews, offering and receiving constructive feedback.
-> Stay updated with the latest Laravel updates, best practices, and emerging trends in the industry.
-> Work closely with the team to ensure project deadlines and milestones are met.
Requirements:
-> Bachelor’s degree in Computer Science, Engineering, or a related field.
-> 3 years of experience as a Laravel Developer or in a similar role.
-> Strong problem-solving and analytical skills.
-> Ability to work both independently and collaboratively within a team environment.
Job Types: Full-time, Permanent
Pay: ₹40,000.00 - ₹45,000.00 per month
Benefits:
Paid sick time
Paid time off
Schedule:
Day shift
Morning shift
Ability to commute/relocate:
Memnagar, Ahmedabad, Gujarat: Reliably commute or planning to relocate before starting work (Preferred)
Education:
Bachelor's (Preferred)
Experience:
Laravel: 3 years (Preferred)
Work Location: In person"
php/laravel Developer,"Ahmedabad, Gujarat",Apollo Infotech,https://in.indeed.com/cmp/Apollo-Infotech-2?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h93mhiaim800&fromjk=a34a153fe98ae55d,"₹40,000 - ₹45,000 a month","Hello There!
If you possess the qualities of being a change-maker, a team player, and an impactful contributor, we extend a warm welcome to you. Our mission is to foster the creation of exceptional work and cultivate a balanced and positive partnership between our company and clients.
What we look for in you
Competence
Reliability
Adaptability
Strong Work Ethic
Effective
Communication"
PHP Intern,"Nikol, Ahmedabad, Gujarat",Evoort Solutions,https://in.indeed.com/cmp/Evoort-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h94qmic1r83a&fromjk=14c6a1cbfd5d71d7,Full-time,"Job Description
We are looking for a motivated and enthusiastic PHP Intern to join our development team. As a PHP Intern at Evoort Solutions, you will have the opportunity to gain hands-on experience and contribute to real-world projects. You will work closely with our experienced developers and learn valuable skills in PHP web development.
Responsibilities:
Writing and updating server-side web application logic
Assist in the development and maintenance of back-end systems for web applications
Write reusable, efficient, and testable PHP code
Provide regular feedback to other team members for better collaboration
Own various design tasks involved in the web development life cycle from start to finish
Requirements and Skills:
Candidates should have a basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
Must have a good working knowledge of object-oriented programming
Must have a good Knowledge of PHP (Laravel/Magento - Preferred)
Knowledge of REST API development is a plus
Knowledge of SQL databases such as MySQL is a plus
Experience with code versioning tools, such as Git, is a plus
Excellent problem-solving and analytical skills
Good oral and written communication skills
Education:
Candidates must be enrolled in a Bachelor's/College Degree in Computer Science/Information Technology or equivalent.
Perks and Benefits:
Internship Certificate
Letter of Recommendation
Placement Offer
Stipend
Positions
2
Work Experience
Fresher
Job Type
Full time
Location
Nikol, Ahmedabad"
Jr. PHP Developer (Frontend & Backend Skills),"Makarba, Ahmedabad, Gujarat",Regur Technology Solutions,https://in.indeed.com/cmp/Regur-Technology-Solutions-1?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h965f2crh006&fromjk=8a38f42b71b24b4d,"₹20,000 - ₹30,000 a month","Jr. PHP Developer (Frontend & Backend Skills)
We are looking for someone with excellent command of both frontend and backend technologies, including PHP, HTML/HTML5, CSS, JavaScript, and advanced JavaScript frameworks like jQuery.
What We Are Looking For:
Frontend Responsibilities:
1. Develop complex front-end logic in JavaScript (core/native JavaScript and frameworks) for data scraping and widget development.
2. Develop responsive HTML layouts and widgets compatible with different desktop and mobile browsers.
3. Develop logic to scrape and cleanse data from various parts of webpages on target websites in a reliable way using JavaScript.
4. Debug, troubleshoot, and maintain existing websites and implement changes as per customer feedback and requirements.
5. Stay familiar with and updated on recent developments in JavaScript and its frameworks.
Backend Responsibilities:
1. Develop websites and web applications using PHP, MySQL, Apache, HTML, CSS frameworks, and JavaScript.
2. Develop websites and web applications using PHP, MVC frameworks, and related open-source technologies like WordPress.
3. Have an in-depth understanding of the PHP Laravel Framework. Development skills and experience in the Laravel Framework are a big plus.
4. Understand client feedback and provide appropriate resolutions through clear interaction.
5. Involve in the deployment of applications on staging and possibly live servers.
6. Report to your manager about daily work schedules, plans, and milestones.
Desired Profile:
1. Must have at least 1 to 2 years of development experience in HTML/CSS & JavaScript on a complex website/frontend project, as well as PHP & web development.
2. Must be able to perform all of the above with minimal guidance after initial training and induction.
3. Must have strong knowledge of and work experience in both backend and frontend development, particularly on challenging projects.
4. Must possess strong analytical, logical, and problem-solving skills.
5. Must enjoy working on challenging jobs/assignments and going the extra mile in projects to keep clients happy.
6. Must have a decent level of communication skills and be able to communicate with clients on a daily basis with proper reporting.
What You Get:
1. Excellent compensation package.
2. Attractive bonus for best performance.
3. A challenging work environment.
4. Opportunity to work on new technologies.
5. A sense of personal achievement and growth.
6. Excellent, peaceful, friendly, and calm work environment.
7. Freedom to try out new things and take charge of projects.
Job Location:
Ahmedabad, Gujarat. Must be willing to relocate to Ahmedabad.
Industry:
Computer Software and Information Technology and Services.
Employment Type:
Full-time
Job Function:
Development, Engineering, Information Technology
Job Type: Full-time
Pay: ₹20,000.00 - ₹30,000.00 per month
Schedule:
Day shift
Supplemental Pay:
Yearly bonus
Education:
Bachelor's (Preferred)
Experience:
PHP: 1 year (Preferred)
Front-end development: 1 year (Preferred)
software development: 1 year (Preferred)
Work Location: In person
Application Deadline: 20/08/2024
Expected Start Date: 02/08/2024"
PHP Developer (Laravel+Vuejs),"Ahmedabad, Gujarat",Space-O InfoWeb,https://in.indeed.com/cmp/Space--o-Technologies?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h9787iaim80d&fromjk=65c6fd76eb18e46c,Full-time,"Experience: 2 to 4 Years
Job Type: Full-time
Location: Ahmedabad
Posted: August 8, 2024
Job Description
As a Laravel and Vue.js Developer, you will be responsible for developing and maintaining web applications using Laravel (PHP) and Vue.js (JavaScript). You will work closely with our team of, designers, and other developers to deliver high-quality, scalable solutions that meet our business needs.
Required Qualifications
Proven experience with Laravel (PHP) and Vue.js (JavaScript) frameworks.
Strong understanding of front-end technologies (HTML, CSS, JavaScript) and responsive design principles.
Experience with database management systems (e.g., MySQL, PostgreSQL).
Familiarity with version control systems (e.g., Git).
Knowledge of RESTful API design and development.
Ability to work independently as well as collaboratively in a team environment.
Excellent problem-solving skills and attention to detail.
Strong communication skills, both written and verbal.
Bachelor’s degree in Computer Science, Engineering, or a related field (or equivalent work experience).
Roles and Responsibilities
Develop and maintain web applications using Laravel and Vue.js.
Collaborate with front-end and back-end developers to integrate user-facing elements with server-side logic.
Design and implement RESTful APIs and services.
Write clean, maintainable, and efficient code following best practices and coding standards.
Troubleshoot, debug, and optimize applications for performance and scalability.
Participate in code reviews, testing, and deployment processes.
Communicate effectively with team members and stakeholders to understand requirements and provide technical solutions."
PHP Developer Trainee Internship,"Ahmedabad, Gujarat",BM Coder Technologies,https://in.indeed.com/cmp/Bm-Coder-Technologies?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h988l2i67000&fromjk=da8a0c26b8ea89ed,"₹5,000 - ₹10,000 a month","Candidates who have done BCA, MCA, BE, B.Tech can apply.
Internship / Training will be given by the company.
Should have basic knowledge of PHP.
The candidate should be hardworking and should be able to work in a team.
Training will be given in php
Training will be given in Advance PHP
Training will be given in Mysql Database
Training will be given in
PHP
and
Laravel
Framework
Note:
FREE training
, we do not charge any amount from candidates.
Job Types: Full-time, Part-time, Fresher, Internship
Contract length: 6 months
Pay: ₹5,000.00 - ₹10,000.00 per month
Expected hours: 40 per week
Location Type:
In-person
Schedule:
Day shift
Monday to Friday
Education:
Bachelor's (Preferred)
Experience:
PHP: 1 year (Preferred)
total work: 1 year (Preferred)
software development: 1 year (Preferred)
License/Certification:
PHP (Preferred)
Work Location: In person"
Software Developers,"Ahmedabad, Gujarat",Electrocom Software,https://in.indeed.com/cmp/Electrocom-Software?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h99sfkhf4800&fromjk=54fb3217a6e363f5,Fresher,"Job Location : Ahmedabad
Qualification : B.E, M.C.A , Graduates
Experience : Freshers can apply
Job Profile :
Development of software
Skills :
ASP.NET
VB.NET
JAVA
PHP / Laravel
Web Developer, Android, iOS Application developers Submit your CV at info@electrocom.in"
PHP Intern,"Nikol, Ahmedabad, Gujarat",Coreway Solution,https://in.indeed.com/cmp/Coreway-Solution?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h9asfiaim80c&fromjk=eee4fd89e319c90f,"Up to ₹12,000 a month","Responsibilities:
Assist in the development, testing, and maintenance of web applications using PHP.
Collaborate with senior developers and team members on various projects.
Write clean, well-documented, and efficient code.
Participate in code reviews and contribute to the team’s knowledge base.
Troubleshoot and debug issues as they arise.
Stay updated with the latest industry trends and technologies.
Requirements:
Basic understanding of PHP and web development principles.
Familiarity with HTML, CSS, JavaScript, and MySQL.
Eagerness to learn and adapt to new technologies and frameworks.
Strong problem-solving skills and attention to detail.
Good communication and teamwork abilities.
Prior experience with Laravel, Magento, or Shopify is a plus but not required.
What we looking for:
intern + fresher: there will be no payout for initial 3 month and consider as intern and as per performance salary will be up to 12k.
Job Types: Full-time, Fresher, Internship
Contract length: 12 months
Pay: Up to ₹12,000.00 per month
Benefits:
Flexible schedule
Schedule:
Day shift
Fixed shift
Monday to Friday
Supplemental Pay:
Yearly bonus
Location:
Nikol, Ahmedabad, Gujarat (Preferred)
Work Location: In person"
Laravel Developer,"Ahmedabad, Gujarat",Spellenx innovation,https://in.indeed.com/cmp/Spellenx-Innovation?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h9c2pj6ve801&fromjk=d9f8af11fd1ea354,"₹15,000 - ₹25,000 a month","Skill required:)
Expert in writing clean, test-driven, easily maintainable, and modular code.
Having a good working knowledge of database design and maintenance.
Able to build reusable code and libraries for future use.
Having knowledge about troubleshooting and debugging applications is essential.
Should have great performance in UI or backend tests to optimize performance.
Capable of designing and developing web applications for the PHP platform (Laravel)
Preferred to collaborate with cross-functional teams to define, design, and ship new features.
Able to ensure the performance, quality, and responsiveness of web applications.
Having sound working knowledge of identifying and correcting bottlenecks and fixing bugs.
Able to work on bug fixing and improving application performance
Able to constantly discover, evaluate, and implement new technologies to maximize development efficiency.
Working Days:
Monday to Friday
Why are SpellenX Innovations important?
Working in a friendly environment
Team members who are helpful
Learning with flexible technology
Working with talented and intelligent young people
Work-life balance
Job Types: Full-time, Fresher
Pay: ₹15,000.00 - ₹25,000.00 per month
Schedule:
Monday to Friday
Education:
Bachelor's (Preferred)
Work Location: In person"
PHP Developer,"Ahmedabad, Gujarat",ConceptServe Technologies,https://in.indeed.com/cmp/Conceptserve-Technologies-1?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h9eaoj6sh800&fromjk=28212d4be13b1009,Full-time,"Full time
ConceptServe Technologies is looking for a passionate and enthusiastic Fresher PHP Developer to join our team. As a PHP Developer, you will be responsible for developing and maintaining web applications using PHP and related technologies."
Web Developer Intern,"Satellite, Ahmedabad, Gujarat",Sapphire Infocom Pvt Ltd.,https://in.indeed.com/cmp/Sapphire-Infocom-Pvt-Ltd.?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h9frj2crh002&fromjk=dd6dab0f9eb65b14,"From ₹5,000 a month","Job description
Web developer Intern
[
Location : Ahmedabad, Gujarat. ]
[ Intern / Fresher ]
URL : https://www.sapphireinfocom.com/sapphireinfocom_career.aspx
[ This profile is full time in office. Candidate intend to work at Ahmedabad location only can apply. ]
Position : Web Developer Intern / Fresher
Location : Ahmedabad
Skill Stack: asp.Net and SQL Server
Education : BE IT, of BE Computer Science or BCA/MCA
Willing to work on Domestic and USA based real time projects.
About :
Sapphire
is seeking motivated
candidates
to work with software developer group. This role is part of a professional, supportive in global team for a client location in USA providing excellent exposure to an international work environment.
Our clients are in enterprise domain in USA. The role will focus on Web development using cloud base technology. Theoretical knowledge of asp.net and SQL query writing are essential. Strong analytical and decision making skill is desired.
Successful candidates will believe in mission for a quality, precise attention, passionate learning new technology and be well organised with strong written and spoken communication skills.
What you will learn :
· Coding in C#, MERN architecture, React JS, Node JS, JSON, HTML, CSS along with SQL for Web application.
· IIS, project Sourcesafe knowledge
· Web API integrations, publishing of software projects on cloud servers
· SQL query writing, Java script, JQuery, JQuery UI
· Data structures, algorithms
· Cloud applications designing & knowledge of eco system
What knowledge - we expect from you :
· Knowledge of HTML, CSS
Excellent written and verbal communication skills
· Good Knowledge of C, C++ and OOPS concepts
· Code quality, test ability & reliability.
· Fair Knowledge of coding techniques
Job will sharpen your skills in :
asp .net
MVC Framework
C#
JSON
HTML
React JS
Node JS
SQL
Cloud applications
JavaScript
jQuery
JQuery UI
AJAX
Freshers / Students / Interns : [ If they want to apply ]
Only those students / interns or fresher can apply who:
Basic problem-solving skills.
are available for the full time work
Ready to work on USA based real time projects and EST timezones
have relevant skills and interests
are available for duration for minimum 6 months
have already graduated or are currently in any year of study
Females willing to start/restart their career may also apply
COVID-19 considerations:
Both dose of vaccination is must.
Work Remotely
No
Job Types: Full-time, Permanent
Pay: From ₹5,000.00 per month
Benefits:
Food provided
Leave encashment
Schedule:
Day shift
Supplemental Pay:
Performance bonus
Yearly bonus
Education:
Bachelor's (Preferred)
Experience:
HTML5: 1 year (Preferred)"
Fresher Php Developer,"Ahmedabad, Gujarat",Pixlogix Infotech,https://in.indeed.com/cmp/Pixlogix-Infotech?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h9gtokhem806&fromjk=0b7e77e934020904,Full-time,"We’re looking for enthusiastic freshers to join our team as PHP Developers.
Experience:
Fresher
Job Type:
Full-Time
Location:
Ahmedabad
Openings:
1
Job Description
If you have basic knowledge & skills of PHP Development, we will provide you with systematic training.
Minimum Qualifications
BE, ME, MCA or MSC (IT)
Roles and Responsibilities
Strong Knowledge of Core PHP Concepts
Basic knowledge of PHP Framework
Basic knowledge of PHP based CMS (WordPress, Magento)
Flexible to work on any PHP frameworks or CMS
Good Understanding of AJAX
Good knowledge of front-end technologies, such as jQuery, javascript, HTML5, and CSS3, Angular JS
Proficiency with MySQL
Knowledge of object oriented PHP programming
Self Learn and career oriented
Enthusiastic, energetic, detail oriented, and self-Motivated
Should be good at team work
Good Communication
Understanding of client requirement"
PHP (Laravel) Developer,"Ahmedabad, Gujarat",Wama Software,https://in.indeed.com/cmp/Wama-Software-1?campaignid=mobvjcmp&from=mobviewjob&tk=1i50h9i4ck1cm806&fromjk=2e718d5848ce6490,Fresher,"Years of Experience:
Fresher to 6 Years
No. of Position:
4
Laravel Development: Design, develop, and maintain web applications using the Laravel framework, ensuring high performance, responsiveness, and security.
Database Management: Create and optimize database schemas, write efficient and well-documented SQL queries, and work with ORMs (Object-Relational Mapping) when necessary.
API Development: Build RESTful APIs and integrate third-party APIs into web applications as needed.
Code Review: Participate in code reviews to maintain code quality and ensure compliance with coding standards.
Bug Fixing: Identify and resolve software defects and issues in a timely manner.
Performance Optimization: Optimize application performance and scalability by implementing caching, code profiling, and other techniques.
Collaboration: Collaborate with front-end developers, UI/UX designers, and product managers to deliver high-quality, user-friendly solutions.
Version Control: Use version control systems (e.g., Git) to manage codebase and collaborate with team members.
Documentation: Create and maintain project documentation, including code comments and technical documentation.
Apply Now
Share"
